gps_waypoint,gps_id,site,individual_id,date,limpet_location_solar_refuge_category,moving,length_in,length_tenth_mm,width_in,width_tenth_mm,height_ww_in,height_ww_tenth_mm,path_to_ocean,surface_angle,dist_to_open_h2o_ft,dist_to_shelter_ft,dist_to_underrock_ft,shelter_type,dist_to_littpint_ft,dist_to_crustose_ft,compass_surface,compass_ocean,pics,camera_type,color_ribs,erosion,color_interrib,rock_move,substrate,notes,limu_on_shell,spot_on_transect,spot_notes,altitude_est_hypotenuse_ft,altitude_est_adjacent_ft,altitude_est_angle_deg,altitude_est_opposite_ft,shore_type,width_cm,length_cm,height_ww_cm,length_imputed,width_imputed,height_imputed,length_invalid,length_predicted_cm,width_predicted_cm,height_predicted_cm,height_index,width_index,est_surface_area_cm2,cross_sectional_area_cm2,thermal_dissipation_index,width_cm_normalized,height_ww_cm_normalized,compass_surface_relative_ocean,shore,substrate_subtype,est_surface_area_cm2_normalized,cross_sectional_area_cm2_normalized,thermal_dissipation_index_normalized,height_index_normalized,width_index_normalized,dist_to_open_h2o_cm,dist_to_shelter_cm,dist_to_underrock_cm,dist_to_littpint_cm,dist_to_crustose_cm,altitude_est_hypotenuse_cm,altitude_est_adjacent_cm,altitude_est_opposite_cm
54,NA,KahuluiBreakwaterBasaltInside,11,6/12/2023,exposed,n,1.72,NA,1.33,NA,0.51,NA,y,94.3,-2.04,-2.04,NA,underrock,1.67,-2.04,96,100,22-23,digital,100black,0,tan,n,basalt,all dist 0.15ft longer than should be,0,boulder,boulder,NA,NA,NA,NA,bb,3.3782,4.3688,1.2954,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.29651162790697677,0.7732558139534883,14.047796689600657,11.591440291834358,1.211911232420072,2.798754410583527,1.0757612260112643,4,north,NA,9.604571023973566,7.913963997260033,1.2136232900855821,0.2987971762909597,0.7773657339509563,-62.1792,-62.1792,NA,50.9016,-62.1792,NA,NA,NA
54,NA,KahuluiBreakwaterBasaltInside,12,6/12/2023,refuge,n,1.76,NA,1.42,NA,0.6,NA,y,110.7,-0.33,0,NA,crevice,3.36,-0.33,296,100,24-25,digital,100black,0,brown,n,basalt,all dist 0.15ft longer than should be,0,boulder,boulder,NA,NA,NA,NA,bb,3.6068,4.4704,1.524,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.34090909090909094,0.8068181818181818,15.959629564944903,12.663633317604662,1.260272558804923,2.9220714984481724,1.2379668106473587,164,north,NA,10.432790064425197,8.262664472699134,1.2626423472593407,0.34385045530492353,0.8116175704658322,-10.0584,0,NA,102.4128,-10.0584,NA,NA,NA
55,NA,KahuluiBreakwaterBasaltInside,13,6/12/2023,exposed,n,NA,NA,1.35,NA,0.58,NA,y,98.2,-1.22,-0.65,NA,underrock,5,-1.22,64,93,26-27,digital,100black,0,tanbrown,n,basalt,all dist 0.15ft longer than should be,0,boulder,boulder,NA,NA,NA,NA,bb,3.4290000000000003,4.191816793062643,1.4731999999999998,TRUE,FALSE,FALSE,FALSE,4.191816793062643,NA,NA,0.3514466573152984,0.8180223920269878,14.346666201907496,11.289108827044469,1.2708413411285633,2.9574314959941455,1.2729776232252341,29,north,NA,10.642125891840985,8.362651004730605,1.2725780241003626,0.3535748548138269,0.8214389575589206,-37.1856,-19.812,NA,152.4,-37.1856,NA,NA,NA
55,NA,KahuluiBreakwaterBasaltInside,14,6/13/2023,refuge,n,1.38,NA,1.12,NA,0.49,NA,y,142.9,-1.36,0,NA,underrock,4.6,-1.36,90,93,28-29,digital,100black,0,tan,n,basalt,all dist 0.15ft longer than should be,0,boulder,boulder,NA,NA,NA,NA,bb,2.8448,3.5052,1.2446,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.3550724637681159,0.8115942028985508,10.010022663397638,7.831670796930926,1.2781465057648191,2.919844807071552,1.2770119058195768,3,north,NA,10.550285255384013,8.256368116248227,1.2778361026104736,0.35469539366427316,0.8109990976303012,-41.4528,0,NA,140.208,-41.4528,NA,NA,NA
56,NA,KahuluiBreakwaterBasaltInside,15,6/13/2023,exposed,y,1.3,NA,1.05,NA,0.37,NA,y,26.9,-1.95,-0.83,NA,underrock,7.8,-1.95,144,110,1-2,phone,100black,0,black,y,basalt,"next day, low tide",0,boulder,boulder,NA,NA,NA,NA,bb,2.6670000000000003,3.302,0.9398,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.2846153846153846,0.8076923076923077,8.212069360684277,6.916557089680845,1.1873059463264275,2.901056238022725,1.0211909731155775,34,north,NA,9.734069542082727,8.203240175314871,1.1866127693511177,0.283640060491971,0.805780494056762,-59.436,-25.2984,NA,237.744,-59.436,NA,NA,NA
56,NA,KahuluiBreakwaterBasaltInside,16,6/13/2023,refuge,n,1.47,NA,1.22,NA,0.46,NA,y,79.7,-1.26,-0.47,NA,crevice,8,-1.26,95,110,3-4,phone,100black,0,brown,n,basalt,"next day, low tide",0,boulder,boulder,NA,NA,NA,NA,bb,3.0987999999999998,3.7338,1.1684,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.3129251700680272,0.8299319727891156,11.053355340757244,9.087291930134523,1.216353059386485,2.9909911529661612,1.1282554493191932,15,north,NA,10.290235445182995,8.457546761225922,1.2166927048348266,0.3133776661959119,0.8307602925337011,-38.4048,-14.3256,NA,243.84,-38.4048,NA,NA,NA
57,NA,KahuluiBreakwaterBasaltInside,17,6/13/2023,exposed,y,1.41,NA,1.07,NA,0.41,NA,y,48.2,-1.01,-1,NA,crevice,5,-1.01,172,120,5-6,phone,100black,0,brown,n,basalt,"next day, low tide",0,boulder,boulder,NA,NA,NA,NA,bb,2.7178,3.5814,1.0413999999999999,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.2907801418439716,0.7588652482269503,9.24163980597938,7.644695737143949,1.20889570020115,2.7317528923360768,1.0466787108548479,52,north,NA,9.337771881060569,7.724505572052395,1.208850429837871,0.29071938616610415,0.7587557822484067,-30.7848,-30.48,NA,152.4,-30.7848,NA,NA,NA
57,NA,KahuluiBreakwaterBasaltInside,18,6/13/2023,refuge,n,1.31,NA,1.03,NA,0.37,NA,y,141,-0.41,0,NA,underrock,4.4,-0.41,120,120,7-8,phone,100black,0,tan,n,basalt,"next day, low tide",0,boulder,boulder,NA,NA,NA,NA,bb,2.6162,3.3274000000000004,0.9398,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.282442748091603,0.7862595419847328,8.137969661653722,6.837004015462537,1.190283001625994,2.824667381137349,1.0137038730110965,0,north,NA,9.502024396107643,7.987237420340498,1.1896509263527777,0.28156048714824533,0.7845631698164425,-12.496799999999999,0,NA,134.11200000000002,-12.496799999999999,NA,NA,NA
60,NA,KahuluiBreakwaterBasaltInside,19,6/13/2023,exposed,y,1.71,NA,1.42,NA,0.54,NA,y,45.5,-0.9,0.44,NA,underrock,0.31,-0.9,189,121,9-10,phone,100black,0,tan,y,basalt,"next day, low tide",0,boulder,boulder,NA,NA,NA,NA,bb,3.6068,4.3434,1.3716000000000002,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.31578947368421056,0.8304093567251462,15.008690136992788,12.303871007445439,1.2198348087289426,3.005138176207142,1.1454372482707516,68,north,NA,10.380769944350961,8.497549925552933,1.221619176738816,0.3181499826600032,0.8346896873613999,-27.432000000000002,13.411200000000001,NA,9.4488,-27.432000000000002,NA,NA,NA
60,NA,KahuluiBreakwaterBasaltInside,20,6/13/2023,refuge,n,1.39,NA,1.12,NA,0.35,NA,y,127.3,-0.79,0,NA,underrock,3.45,-0.79,71,121,11-12,phone,100black,0,tan,n,basalt,"next day, low tide",0,boulder,boulder,NA,NA,NA,NA,bb,2.8448,3.5305999999999997,0.8889999999999999,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.2517985611510791,0.8057553956834533,9.068850420691966,7.888422034589845,1.149640622791995,2.8994122710667853,0.9058486665612286,50,north,NA,9.424393033011944,8.198591573332218,1.1495136632573482,0.2516032528138285,0.805323875364367,-24.0792,0,NA,105.156,-24.0792,NA,NA,NA
62,NA,HonoluaAdjacentInnerSide,21,6/13/2023,refuge,n,1.33,NA,1.12,NA,0.51,NA,y,178.4,-5.6,0,NA,underrock,12,-5.6,163,175,13-14,phone,100black,10,tanwhite,n,basalt,dist in inches,2.5,slope,slope,NA,NA,NA,NA,ba1 tp,2.8448,3.3782,1.2954,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.3834586466165414,0.8421052631578948,9.86358512803012,7.547914608636327,1.3067960674520884,3.0265514908152222,1.3770838285345226,12,north,'a'a,11.176657612075326,8.55809979024614,1.3059742099307623,0.38249078841381384,0.8406373249832242,-170.688,0,NA,365.76,-170.688,NA,NA,NA
63,NA,HonoluaAdjacentInnerSide,22,6/13/2023,exposed/refuge,n,1.29,NA,1.06,NA,0.535,NA,y,94.5,-2.3,-1,NA,crustose,3,-1,131,92,NA,NA,100black,10,grey,n,basalt,NA,0,cliff,cliff,NA,NA,NA,NA,ba1 tp,2.6924,3.2766,1.3589,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.4147286821705426,0.8217054263565892,9.428222344188569,6.928718069179184,1.3607455592872018,2.9507639382430404,1.4875773777493881,39,north,NA,11.342201599370473,8.343797327611828,1.3593572751145493,0.41318083347723605,0.8195870155288346,-70.104,-30.48,NA,91.44,-30.48,NA,NA,NA
64,NA,HonoluaAdjacentInnerSide,23,6/13/2023,exposed,n,1.2,NA,0.975,NA,0.39,NA,y,30.4,-0.7,-0.7,NA,crustose,2.7,-0.7,232,67,15-16,phone,100black,10,tan,n,basalt,NA,2.5,bench,bench,NA,NA,NA,NA,ba1 tp,2.4765,3.048,0.9906,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.325,0.8125,7.333801226695793,5.928477505440724,1.2370463107881182,2.9119311297037953,1.1623911408604604,165,north,NA,10.172139746420978,8.233990819570272,1.2353839067010106,0.3228589971796362,0.8088010406689707,-21.336,-21.336,NA,82.296,-21.336,NA,NA,NA
64,NA,HonoluaAdjacentInnerSide,24,6/13/2023,refuge,n,1.16,NA,0.99,NA,0.44,NA,y,72.8,-2,-1.1,NA,crustose,2.6,-1.1,219,67,17-18,phone,100black,25,grey,n,basalt,NA,0,bench,bench,NA,NA,NA,NA,ba1 tp,2.5146,2.9463999999999997,1.1176,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.37931034482758624,0.8534482758620691,7.546717894996025,5.819028689955664,1.296903366024395,3.055846407742214,1.3548127333078586,152,north,NA,11.184688161496453,8.640936253848034,1.2943838298211747,0.3763048986403851,0.8487741105875156,-60.96,-33.528000000000006,NA,79.248,-33.528000000000006,NA,NA,NA
65,NA,HonoluaAdjacentInnerSide,25,6/13/2023,exposed,n,1.22,NA,0.98,NA,0.47,NA,y,103.4,-1.55,-0.64,NA,underrock,3.6,-1.55,76,57,19-20,phone,100black,50,greywhite,n,basalt,NA,0,cliff,cliff,NA,NA,NA,NA,ba1 tp,2.4892,3.0987999999999998,1.1938,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.3852459016393443,0.8032786885245902,8.02555861957226,6.058194620089682,1.3247442716611595,2.8801868665805115,1.3787701318880463,19,north,NA,10.772855500968957,8.144228404358987,1.322759501096883,0.38295916621756787,0.7999839389224768,-47.244,-19.5072,NA,109.72800000000001,-47.244,NA,NA,NA
65,NA,HonoluaAdjacentInnerSide,26,6/13/2023,exposed/refuge,n,1.28,NA,1.01,NA,0.47,NA,y,105,-3,-0.75,NA,underrock,3,-3,66,57,21-22,phone,100black,75,tanwhite,n,basalt,NA,0,cliff,cliff,NA,NA,NA,NA,ba1 tp,2.5654,3.2512000000000003,1.1938,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.36718749999999994,0.7890624999999999,8.543054212375042,6.5507142897724515,1.3041408668537422,2.8329382778319605,1.3166466669203105,9,north,NA,10.436877545927905,8.010624816683205,1.3028793364771873,0.3657041141995697,0.7868604459386795,-91.44,-22.86,NA,91.44,-91.44,NA,NA,NA
68,NA,HonoluaAdjacentInnerSide,27,6/13/2023,exposed/refuge,n,1.32,NA,1.07,NA,0.56,NA,y,12.1,-0.75,-0.75,NA,crustose,11.6,-0.75,247,67,23-24,phone,100black,50,grey,n,basalt,NA,2.5,bench2,bench2,NA,NA,NA,NA,ba1 tp,2.7178,3.3528000000000002,1.4224,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.42424242424242425,0.8106060606060606,9.879063162941069,7.156736434773059,1.3803866123867303,2.912740023829351,1.5230909958998358,180,north,NA,11.36024172974832,8.236278108145159,1.3792931200943492,0.42304488933522066,0.8090257143928328,-22.86,-22.86,NA,353.568,-22.86,NA,NA,NA
68,NA,HonoluaAdjacentInnerSide,28,6/13/2023,refuge,n,1.35,NA,1.09,NA,0.53,NA,y,133.7,-1.45,0,NA,underrock,11,-1.45,62,67,25-26,phone,100black,25,tan,n,basalt,NA,2.5,cliff,cliff,NA,NA,NA,NA,ba1 tp,2.7686,3.4290000000000003,1.3462,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.3925925925925926,0.8074074074074074,9.94560180972745,7.45620055491968,1.3338699430724454,2.9030333371694605,1.4107212617847564,5,north,NA,10.9440550527345,8.208830766403215,1.3332051012095296,0.3918337260749081,0.8063296416073594,-44.196,0,NA,335.28000000000003,-44.196,NA,NA,NA
69,NA,HonoluaAdjacentInnerSide,29,6/14/2023,exposed/refuge,n,1.7,NA,1.4,NA,0.575,NA,y,40.6,-0.4,-0.2,NA,underrock,6,-0.4,40,25,27-28,canon,100black,50,tan,n,basalt,canon cam here and below,2.5,cliff,cliff,NA,NA,NA,NA,ba1 tp,3.5559999999999996,4.318,1.4605,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.3382352941176471,0.8235294117647058,15.08774482095929,12.059638002520442,1.251094337807319,2.979761700188132,1.2265675782806,15,north,NA,10.557848947476602,8.425793533912302,1.2530391238502536,0.34068427087596703,0.8276412650950483,-12.192,-6.096,NA,182.88,-12.192,NA,NA,NA
69,NA,HonoluaAdjacentInnerSide,30,6/14/2023,exposed/refuge,n,1.25,NA,0.925,NA,0.44,NA,y,32.7,-1.4,-0.2,NA,underrock,6,-1.4,215,25,29-30,canon,100black,50,tan,n,basalt,NA,0,cliff,cliff,NA,NA,NA,NA,ba1 tp,2.3495000000000004,3.175,1.1176,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.352,0.7400000000000001,7.6327716432957535,5.858805227064818,1.3027863783619358,2.6550653337013936,1.2610004068569778,170,north,NA,9.769642474713981,7.507658186023225,1.3012902602441094,0.3502481329129732,0.7374554923488981,-42.672,-6.096,NA,182.88,-42.672,NA,NA,NA
70,NA,HonoluaAdjacentInnerSide,31,6/14/2023,exposed,n,1.24,NA,1.02,NA,0.39,NA,y,59.4,-3.5,-1.2,NA,crevice,1.6,-3.5,150,41,31-32,canon,100black,90,grey,n,basalt,NA,0,slope,slope,NA,NA,NA,NA,ba1 tp,2.5908,3.1496,0.9906,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.31451612903225806,0.8225806451612904,7.821610858246376,6.408836195625152,1.2204416869923471,2.950709127026378,1.126359529336381,109,north,NA,10.172434882471872,8.343642339380752,1.2191839569224452,0.31285106649735395,0.8195717914843424,-106.68,-36.576,NA,48.768,-106.68,NA,NA,NA
70,NA,HonoluaAdjacentInnerSide,32,6/14/2023,exposed,n,1.335,NA,1.09,NA,0.52,NA,y,64.6,-2.4,-1.5,NA,crevice,2.4,-2.4,55,51,33-34,canon,100black,50,tangrey,n,basalt,NA,2.5,slope,slope,NA,NA,NA,NA,ba1 tp,2.7686,3.3909,1.3208,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.3895131086142322,0.8164794007490638,9.773470010640482,7.373353882087239,1.3255121301561374,2.9347530912953723,1.3990350624957535,4,north,NA,10.993129155470616,8.298523878169341,1.3247089864246684,0.3885878353840207,0.8151399358774066,-73.152,-45.72,NA,73.152,-73.152,NA,NA,NA
71,NA,HonoluaAdjacentInnerSide,33,6/14/2023,exposed,n,1.15,NA,0.96,NA,0.39,NA,y,38,-0.8,-0.8,NA,crustose,6.4,-0.8,31,33,35-36,canon,100black,25,tan,n,basalt,NA,2.5,slope,slope,NA,NA,NA,NA,ba1 tp,2.4384,2.921,0.9906,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.33913043478260874,0.8347826086956522,6.985386110836333,5.594050569236375,1.2487170118288518,2.9883033548441813,1.2108828089030168,2,north,NA,10.532915478452011,8.449946545398191,1.2465067585768572,0.3363277606323568,0.8300137453726126,-24.384,-24.384,NA,195.072,-24.384,NA,NA,NA
72,NA,HonoluaAdjacentInnerSide,34,6/14/2023,exposed,n,1.68,NA,1.39,NA,0.6,NA,y,41.2,-0.9,-0.9,NA,crustose,6.4,-0.9,354,37,37-38,canon,100black,75,tan,n,basalt,NA,0,cliff,(slope on cliff),NA,NA,NA,NA,ba1 tp,3.5305999999999997,4.2672,1.524,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.35714285714285715,0.8273809523809523,15.091554307978583,11.832633051884766,1.2754180951782932,2.9927270795057686,1.294525292868195,43,north,NA,10.809947546253152,8.462455394896812,1.277400830115095,0.35955981010807886,0.8312424533847725,-27.432000000000002,-27.432000000000002,NA,195.072,-27.432000000000002,NA,NA,NA
73,NA,HonoluaAdjacentInnerSide,35,6/14/2023,exposed,y,1.455,NA,1.15,NA,0.515,NA,y,45.9,-0.6,-0.6,NA,crustose,3.65,-0.6,29,36,39-40,canon,100black,75,tan,n,basalt,NA,0,cliff,NA,NA,NA,NA,NA,ba1 tp,2.921,3.6957000000000004,1.3081,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.3539518900343642,0.7903780068728521,10.890618508408172,8.478482893998882,1.2845008528727013,2.8476422764034197,1.275658394441338,7,north,NA,10.345522849918673,8.052202925455537,1.2848065238412252,0.35431945022244177,0.7909445429921016,-18.288,-18.288,NA,111.252,-18.288,NA,NA,NA
73,NA,HonoluaAdjacentInnerSide,36,6/14/2023,refuge,y,1.455,NA,1.16,NA,0.55,NA,y,44.4,-1.55,-1.55,NA,crustose,3.4,-1.55,30,36,41-42,canon,100black,75,tan,n,basalt,NA,0,cliff,NA,NA,NA,NA,NA,ba1 tp,2.9463999999999997,3.6957000000000004,1.3970000000000002,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.3780068728522337,0.797250859106529,11.259901322558107,8.552208832207565,1.3166073868721948,2.8724043831547537,1.3623536251315262,6,north,NA,10.696525911991484,8.122222081329065,1.3169457575630803,0.3783994128589184,0.7978223216268155,-47.244,-47.244,NA,103.632,-47.244,NA,NA,NA
74,NA,HonoluaAdjacentInnerSide,37,6/14/2023,exposed/refuge,n,1.26,NA,1.06,NA,0.46,NA,y,63,-1.5,-1,NA,underrock,1.6,-1.5,69,162,43-44,canon,100black,75,tangrey,n,basalt,NA,0,cliff,(in crevice),NA,NA,NA,NA,ba1 tp,2.6924,3.2004,1.1684,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.3650793650793651,0.8412698412698413,8.672785675343583,6.76758509082618,1.2815185267637053,3.019073111750935,1.3082694317007233,93,north,NA,10.92828742212112,8.536953375094877,1.2801156269638954,0.3633773021076161,0.8385601739448588,-45.72,-30.48,NA,48.768,-45.72,NA,NA,NA
